Customer_ID,Age,Monthly_Income,Average_Visits,Items_Shopped,Shopping_Amount,Customer_Type
721,45,148496,6,35,17968,Returning
722,37,77134,5,13,11146,Returning
723,45,40491,6,15,8728,Returning
724,25,21341,12,18,6541,Non-Repeating
725,58,64623,9,33,10430,Non-Repeating
726,56,110327,10,6,11422,Non-Repeating
727,18,20338,9,27,4554,Non-Repeating
728,20,91431,10,23,13893,Returning
729,30,32254,8,27,2542,Returning
730,45,71860,10,34,20493,Non-Repeating
731,66,31344,9,46,15186,Non-Repeating
732,42,21750,13,38,10734,Returning
733,50,74756,10,14,8476,Returning
734,55,87957,8,36,12587,Returning
735,23,125423,8,8,3257,Returning
736,61,78053,1,35,24930,Returning
737,62,90855,10,19,14950,Returning
738,49,35896,11,30,15795,Returning
739,62,75761,5,14,10602,Returning
740,64,82552,4,20,9726,Non-Repeating
741,38,140075,2,49,22729,Returning
742,33,97454,8,25,6131,Non-Repeating
743,38,146522,3,40,21839,Returning
744,28,138681,4,24,12841,Non-Repeating
745,54,110600,12,14,16604,Returning
746,53,142732,7,26,15264,Non-Repeating
747,52,132153,10,38,19834,Returning
748,36,142926,9,23,22483,Non-Repeating
749,37,47935,2,22,2481,Non-Repeating
750,35,57641,3,48,21523,Returning
751,64,49711,4,19,3641,Returning
752,58,90342,10,46,21966,Returning
753,66,126896,1,3,2905,Returning
754,31,32182,7,42,6432,Returning
755,32,107833,2,19,16712,Returning
756,48,76276,5,9,7592,Returning
757,18,39541,1,28,16130,Returning
758,20,114457,3,20,13795,Returning
759,33,102310,12,45,29972,Returning
760,40,64813,2,7,7898,Returning
761,28,57198,1,14,9731,Returning
762,29,28820,7,9,3764,Returning
763,27,44070,5,19,12843,Returning
764,49,89768,1,47,11403,Non-Repeating
765,33,31122,6,14,4128,Returning
766,25,100559,5,38,14475,Returning
767,55,93543,3,36,17491,Returning
768,29,103441,12,40,14876,Non-Repeating
769,41,61786,7,17,7695,Non-Repeating
770,45,114934,11,30,13232,Non-Repeating
771,25,119804,10,9,14933,Non-Repeating
772,45,26737,9,33,4457,Returning
773,53,56062,14,25,15163,Returning
774,43,74237,13,14,5983,Returning
775,25,71571,13,11,7113,Non-Repeating
776,67,45510,9,35,21538,Non-Repeating
777,45,39426,14,41,15248,Non-Repeating
778,45,57265,9,14,7268,Returning
779,54,37850,2,30,8689,Non-Repeating
780,58,138249,3,41,21018,Returning
781,53,86150,7,4,2929,Returning
782,44,107312,5,4,11847,Returning
783,34,109613,2,28,14399,Returning
784,26,94910,3,8,11990,Returning
785,50,72375,10,2,6264,Non-Repeating
786,37,141826,6,41,33898,Returning
787,30,55435,13,46,24483,Returning
788,45,116443,7,22,16465,Returning
789,65,77132,9,41,12574,Returning
790,46,98945,1,16,10658,Non-Repeating
791,30,102050,11,29,11963,Non-Repeating
792,63,149828,7,49,16992,Non-Repeating
793,52,115402,8,48,23456,Non-Repeating
794,23,22983,12,30,3453,Non-Repeating
795,35,117241,14,12,6633,Returning
796,68,40662,3,35,10886,Non-Repeating
797,22,43510,4,11,5928,Returning
798,64,98187,10,46,9089,Returning
799,42,60998,6,21,3718,Returning
800,19,76846,10,21,6533,Non-Repeating
801,27,114071,7,5,5637,Non-Repeating
802,47,26640,13,48,12675,Returning
803,67,64547,14,20,8447,Non-Repeating
804,62,74620,4,37,8800,Non-Repeating
805,22,35317,8,3,5376,Returning
806,50,135608,5,44,16708,Returning
807,18,27564,1,33,8837,Non-Repeating
808,35,47345,4,9,8304,Returning
809,49,133824,3,9,15779,Returning
810,64,114223,9,4,11677,Returning
811,66,143372,8,35,17032,Returning
812,28,99273,1,17,18416,Non-Repeating
813,38,94859,11,34,12132,Non-Repeating
814,43,100765,6,24,18555,Non-Repeating
815,42,130017,9,32,12038,Non-Repeating
816,39,94038,7,1,10822,Non-Repeating
817,44,143618,4,8,10759,Non-Repeating
818,66,72393,13,45,26010,Returning
819,30,86081,1,23,10036,Returning
820,50,145341,12,47,23288,Returning
821,51,122650,2,40,6620,Non-Repeating
822,58,49430,12,12,5899,Returning
823,52,95532,5,12,12609,Returning
824,18,47788,12,46,6535,Returning
825,38,115505,11,47,28075,Non-Repeating
826,65,68543,5,15,13454,Non-Repeating
827,23,33919,8,41,13604,Returning
828,45,89346,6,19,13437,Non-Repeating
829,34,116122,8,26,6579,Returning
830,22,59974,2,29,12336,Returning
831,48,127309,3,22,6922,Non-Repeating
832,22,36371,6,40,6738,Returning
833,55,65084,12,21,10425,Non-Repeating
834,20,49629,13,38,14407,Returning
835,40,71184,10,20,5603,Returning
836,54,81916,3,29,19932,Non-Repeating
837,54,147293,6,4,15509,Returning
838,27,93972,6,7,11446,Non-Repeating
839,27,82187,2,28,16174,Non-Repeating
840,36,32984,7,28,11021,Returning
841,34,53039,12,4,4140,Returning
842,38,105431,2,22,2593,Returning
843,31,103691,6,12,5156,Returning
844,26,78606,1,45,24556,Returning
845,63,30616,3,3,2989,Returning
846,18,122665,2,22,13013,Returning
847,68,125373,7,44,25216,Returning
848,62,70072,14,2,5368,Non-Repeating
849,30,44574,4,24,4184,Non-Repeating
850,21,23430,8,34,5951,Non-Repeating
851,18,139123,6,27,22373,Returning
852,66,32676,12,41,21426,Non-Repeating
853,57,30816,10,1,3370,Returning
854,49,52733,4,8,5992,Non-Repeating
855,51,105680,5,23,17746,Non-Repeating
856,45,22050,13,38,18271,Returning
857,48,129996,13,6,8116,Non-Repeating
858,25,53933,9,22,9548,Non-Repeating
859,56,44951,7,25,16433,Non-Repeating
860,43,52413,10,18,4302,Non-Repeating
861,51,54801,14,17,12550,Returning
862,20,75619,14,12,6714,Returning
863,67,52913,9,6,3672,Returning
864,29,132573,7,26,16297,Non-Repeating
865,18,139076,12,27,16030,Returning
866,61,60600,1,8,5158,Non-Repeating
867,22,77775,12,19,6548,Returning
868,47,110816,8,42,20162,Returning
869,47,149972,4,1,7449,Returning
870,34,110093,3,29,13047,Non-Repeating
871,65,132590,14,45,14797,Returning
872,64,55400,13,49,26360,Returning
873,40,24494,7,35,13157,Returning
874,32,100688,12,40,17876,Returning
875,54,142744,3,14,17771,Returning
876,38,109431,8,35,21972,Non-Repeating
877,31,94691,6,48,13732,Returning
878,19,117419,5,45,31022,Returning
879,28,128730,4,20,13571,Non-Repeating
880,68,63001,8,49,23332,Non-Repeating
881,56,87364,8,13,9871,Returning
882,55,144988,12,38,24800,Returning
883,51,65028,1,49,17713,Non-Repeating
884,55,127434,9,46,25378,Non-Repeating
885,67,117659,14,49,22785,Non-Repeating
886,51,57573,5,8,5867,Returning
887,35,20806,4,43,21650,Returning
888,47,144343,6,20,13195,Non-Repeating
889,32,76638,6,33,23452,Returning
890,44,148301,2,26,22267,Returning
891,68,146295,8,39,18707,Non-Repeating
892,51,126506,7,21,18900,Non-Repeating
893,69,49757,1,49,23862,Returning
894,55,54636,5,42,17203,Non-Repeating
895,50,100097,12,43,21925,Returning
896,41,68280,6,41,20290,Returning
897,32,44262,4,9,6191,Non-Repeating
898,47,100435,2,24,17555,Returning
899,59,82211,13,37,13755,Returning
900,68,74842,14,49,20229,Non-Repeating
901,34,148583,4,41,29080,Returning
902,22,76979,1,17,6388,Returning
903,46,134524,7,24,16912,Non-Repeating
904,21,101470,2,21,16104,Non-Repeating
905,27,58197,13,39,8929,Non-Repeating
906,34,61844,2,41,25820,Non-Repeating
907,27,84754,9,39,20071,Returning
908,34,121868,5,13,9012,Non-Repeating
909,37,54157,2,11,10292,Returning
910,41,97129,11,46,22464,Non-Repeating
911,22,60042,9,19,4329,Returning
912,51,81665,9,11,5295,Returning
913,23,135512,1,13,13984,Returning
914,19,136953,11,46,24471,Returning
915,30,102856,3,45,22867,Non-Repeating
916,60,47376,4,1,2777,Returning
917,60,129049,14,40,24925,Returning
918,65,75554,7,44,11690,Returning
919,28,34199,10,19,9901,Returning
920,68,138533,4,12,14496,Non-Repeating
921,64,101412,2,8,4963,Non-Repeating
922,40,70948,7,8,3773,Non-Repeating
923,33,93781,6,45,9698,Non-Repeating
924,48,92750,3,12,3995,Non-Repeating
925,28,86262,6,48,26098,Returning
926,33,137424,11,33,11447,Non-Repeating
927,25,66600,6,45,15109,Non-Repeating
928,21,96898,12,26,20380,Returning
929,57,82483,5,39,22895,Non-Repeating
930,21,38297,4,28,18210,Non-Repeating
931,42,50448,10,5,3859,Returning
932,20,46172,12,8,4325,Returning
933,49,62874,1,25,8795,Returning
934,20,27657,10,27,4815,Non-Repeating
935,44,104386,6,46,32842,Non-Repeating
936,46,145617,2,23,3407,Returning
937,49,45425,13,30,12794,Non-Repeating
938,67,46685,3,45,7801,Returning
939,68,142000,14,47,21975,Returning
940,36,132855,8,23,17579,Non-Repeating
941,38,44578,10,49,27087,Non-Repeating
942,22,48831,14,47,22568,Returning
943,35,27906,14,20,4313,Returning
944,45,81413,6,18,6223,Returning
945,59,74028,3,18,8107,Returning
946,39,27287,7,2,3584,Returning
947,38,53660,4,4,2995,Returning
948,23,95758,14,30,14544,Returning
949,18,80504,9,33,22289,Returning
950,22,79720,5,36,19478,Returning
951,58,122979,3,18,18707,Returning
952,29,54701,2,37,14884,Non-Repeating
953,43,103300,11,19,5156,Non-Repeating
954,63,130177,2,47,10834,Returning
955,51,37674,3,28,12528,Returning
956,66,103560,2,40,23889,Returning
957,31,131543,14,20,12145,Returning
958,43,43874,4,49,24366,Returning
959,62,63642,2,33,19456,Returning
960,44,143867,10,12,16791,Returning
961,26,117820,9,15,16198,Non-Repeating
962,43,85160,2,41,18946,Returning
963,64,37602,9,39,19368,Returning
964,39,123320,13,2,11434,Non-Repeating
965,64,108801,6,29,15575,Returning
966,47,45931,1,41,6717,Returning
967,60,114377,4,10,7929,Returning
968,65,49192,14,2,3004,Returning
969,34,66542,1,11,6413,Non-Repeating
970,43,147015,14,13,9494,Returning
971,53,62520,6,10,7948,Returning
972,18,84772,14,14,9086,Returning
973,25,78762,13,18,8432,Returning
974,66,70106,4,9,11253,Non-Repeating
975,52,101121,3,39,21271,Non-Repeating
976,69,45559,3,28,7755,Returning
977,32,125595,9,3,5903,Returning
978,64,53742,6,20,9370,Returning
979,39,89669,9,6,9571,Non-Repeating
980,31,100199,13,27,7067,Returning
981,43,41754,5,2,3444,Returning
982,45,23972,2,29,9428,Returning
983,40,90831,8,38,17616,Returning
984,31,132217,5,3,14985,Returning
985,41,61873,2,16,11778,Returning
986,19,114661,4,30,17812,Returning
987,62,126532,9,40,16925,Returning
988,43,146267,4,2,10787,Returning
989,31,29903,13,17,6030,Non-Repeating
990,68,23020,12,41,5406,Returning
991,24,61755,12,12,4784,Returning
992,20,105956,12,35,21048,Non-Repeating
993,64,106988,13,43,25465,Returning
994,40,65648,14,1,4033,Returning
995,63,123537,4,45,12255,Non-Repeating
996,60,145991,2,15,14973,Returning
997,64,29516,13,26,14348,Non-Repeating
998,62,132863,12,37,22846,Returning
999,35,135005,6,21,10929,Returning
1000,55,22396,13,49,21959,Returning
